,Name,Department,EOW,Cause of Death,Date,Year,Canine,Department Name,State
3414,Constable George W. Tucker,"Morris County Sheriff's Department, TX","Tuesday, November 26, 1912",Gunfire,1912-11-26,1912,False,Morris County Sheriff's Department, TX
3415,Patrolman Leroy Bouker,"Cleveland Police Department, OH","Thursday, November 28, 1912",Gunfire,1912-11-28,1912,False,Cleveland Police Department, OH
3416,Chief of Police Samuel T. Thompson,"Wood River Police Department, IL","Friday, December 6, 1912",Gunfire,1912-12-06,1912,False,Wood River Police Department, IL
3417,Detective John J. Gaffney,"Newark Police Department, NJ","Saturday, December 7, 1912",Gunfire,1912-12-07,1912,False,Newark Police Department, NJ
3418,Night Policeman John Shaw,"Virden Police Department, IL","Tuesday, December 10, 1912",Gunfire,1912-12-10,1912,False,Virden Police Department, IL
3419,Police Officer Thomas Mallory,"Erie Railroad Police Department, RR","Wednesday, December 11, 1912",Gunfire,1912-12-11,1912,False,Erie Railroad Police Department, RR
3420,Captain Andrew J. Craw,"Erie Railroad Police Department, RR","Wednesday, December 11, 1912",Gunfire,1912-12-11,1912,False,Erie Railroad Police Department, RR
3421,Deputy Chief John Baird,"Riverside Police Department, CA","Sunday, December 15, 1912",Gunfire,1912-12-15,1912,False,Riverside Police Department, CA
3422,Undersheriff Robert Squires,"Orange County Sheriff's Department, CA","Monday, December 16, 1912",Gunfire,1912-12-16,1912,False,Orange County Sheriff's Department, CA
3423,Special Agent Alexander McGill,"Mobile and Ohio Railroad Police Department, RR","Sunday, December 22, 1912",Gunfire,1912-12-22,1912,False,Mobile and Ohio Railroad Police Department, RR
3424,"Police Officer William  ""Billie"" Nelson","Midvale Police Department, UT","Wednesday, December 25, 1912",Gunfire,1912-12-25,1912,False,Midvale Police Department, UT
3425,Railroad Detective Colin McMillan,"Northern Pacific Railroad Police Department, RR","Tuesday, December 31, 1912",Gunfire,1912-12-31,1912,False,Northern Pacific Railroad Police Department, RR
3426,Police Officer Charles P. Gillin,"Cedar Rapids Police Department, IA","Saturday, January 4, 1913",Gunfire (Accidental),1913-01-04,1913,False,Cedar Rapids Police Department, IA
3427,Patrolman James H. Keister,"Bluefield Police Department, WV","Friday, January 10, 1913",Gunfire,1913-01-10,1913,False,Bluefield Police Department, WV
3428,Constable Maurice Dudley Beane,"Penobscot County Sheriff's Department, ME","Saturday, January 18, 1913",Gunfire,1913-01-18,1913,False,Penobscot County Sheriff's Department, ME
3429,Lieutenant William F. McAndrew,"Carbondale Police Department, PA","Saturday, January 18, 1913",Gunfire,1913-01-18,1913,False,Carbondale Police Department, PA
3430,Patrolman Peter M. Hart,"Chicago Police Department, IL","Monday, January 20, 1913",Gunfire,1913-01-20,1913,False,Chicago Police Department, IL
3431,Deputy Sheriff Joe W. Meeks,"Pima County Sheriff's Department, AZ","Tuesday, January 21, 1913",Gunfire,1913-01-21,1913,False,Pima County Sheriff's Department, AZ
3432,Chief of Police Charles Dickey,"Gulfport Police Department, MS","Tuesday, January 21, 1913",Gunfire,1913-01-21,1913,False,Gulfport Police Department, MS
3433,Probationary Officer Bernard C. McKernan,"Kansas City Police Department, MO","Friday, January 24, 1913",Gunfire,1913-01-24,1913,False,Kansas City Police Department, MO
3434,Deputy Sheriff J. Davis,"Allegheny County Sheriff's Office, PA","Tuesday, January 28, 1913",Stabbed,1913-01-28,1913,False,Allegheny County Sheriff's Office, PA
3435,Game Warden Bert Blanchard,"California Department of Fish and Wildlife, CA","Sunday, February 2, 1913",Gunfire,1913-02-02,1913,False,California Department of Fish and Wildlife, CA
3436,Patrolman Robert D. Stewart,"Metropolitan Police Department, MA","Saturday, February 8, 1913",Animal related,1913-02-08,1913,False,Metropolitan Police Department, MA
3437,Deputy Sheriff Oscar Marcellus Terry,"Creek County Sheriff's Office, OK","Saturday, February 8, 1913",Gunfire (Accidental),1913-02-08,1913,False,Creek County Sheriff's Office, OK
3438,Detective James J. Arnold,"East St. Louis Police Department, IL","Tuesday, February 11, 1913",Gunfire,1913-02-11,1913,False,East St. Louis Police Department, IL
3439,Chief of Police William J. Kerstetter,"Sunbury Police Department, PA","Wednesday, February 12, 1913",Gunfire,1913-02-12,1913,False,Sunbury Police Department, PA
3440,"Inspector John S. H. ""Jack"" Howard","United States Department of the Treasury - Customs Service, US","Wednesday, February 12, 1913",Gunfire,1913-02-12,1913,False,United States Department of the Treasury - Customs Service, US
3441,Patrolman Patrick B. Driscoll,"Jewett City Police Department, CT","Sunday, February 16, 1913",Gunfire,1913-02-16,1913,False,Jewett City Police Department, CT
3442,Marshal Asa T. Pettit,"Clay City Police Department, KY","Wednesday, February 19, 1913",Gunfire,1913-02-19,1913,False,Clay City Police Department, KY
3443,Motorcycle Officer Alfred Victor Bonnet,"San Antonio Police Department, TX","Wednesday, February 26, 1913",Motorcycle accident,1913-02-26,1913,False,San Antonio Police Department, TX
3444,Special Policeman John Gibby,"Southern Railroad Police Department, RR","Friday, February 28, 1913",Gunfire,1913-02-28,1913,False,Southern Railroad Police Department, RR
3445,Patrolman Homer Riggle,"Kansas City Police Department, MO","Friday, February 28, 1913",Gunfire,1913-02-28,1913,False,Kansas City Police Department, MO
3446,Officer Fred Arthur Wilson Goddard,"Spokane Police Department, WA","Wednesday, March 5, 1913",Gunfire (Accidental),1913-03-05,1913,False,Spokane Police Department, WA
3447,Acting Chief of Police Michael Entinger,"Monessen City Police Department, PA","Saturday, March 8, 1913",Gunfire,1913-03-08,1913,False,Monessen City Police Department, PA
3448,Police Officer Edgar Lewis Dye,"Middletown Police Department, OH","Wednesday, March 12, 1913",Duty related illness,1913-03-12,1913,False,Middletown Police Department, OH
3449,Police Officer James M. Griffin,"Detroit Police Department, MI","Friday, March 21, 1913",Struck by vehicle,1913-03-21,1913,False,Detroit Police Department, MI
3450,Officer William Averay Sexton,"Columbus Division of Police, OH","Tuesday, March 25, 1913",Drowned,1913-03-25,1913,False,Columbus Division of Police, OH
3451,Captain Allen D. McGown,"Findlay Police Department, OH","Wednesday, March 26, 1913",Drowned,1913-03-26,1913,False,Findlay Police Department, OH
3452,Patrol Officer Thomas Thomas,"New Castle Police Department, PA","Thursday, March 27, 1913",Drowned,1913-03-27,1913,False,New Castle Police Department, PA
3453,Private Robert V. Myers,"Pennsylvania State Police, PA","Friday, March 28, 1913",Gunfire (Accidental),1913-03-28,1913,False,Pennsylvania State Police, PA
3454,Officer John Robert Estridge,"Charlotte Police Department, NC","Saturday, March 29, 1913",Gunfire,1913-03-29,1913,False,Charlotte Police Department, NC
3455,Dispensary Constable J. Rollin Cooler,"South Carolina State Dispensary Commission, SC","Sunday, March 30, 1913",Gunfire,1913-03-30,1913,False,South Carolina State Dispensary Commission, SC
3456,Policeman Charles D. Artzt,"San Antonio Police Department, TX","Sunday, March 30, 1913",Gunfire,1913-03-30,1913,False,San Antonio Police Department, TX
3457,Sheriff Tom A. Courtney,"Sheridan County Sheriff's Department, MT","Friday, April 4, 1913",Gunfire,1913-04-04,1913,False,Sheridan County Sheriff's Department, MT
3458,Undersheriff Richard Burmeister,"Sheridan County Sheriff's Department, MT","Friday, April 4, 1913",Gunfire,1913-04-04,1913,False,Sheridan County Sheriff's Department, MT
3459,Deputy Sheriff John Rooney,"Cochise County Sheriff's Department, AZ","Sunday, April 6, 1913",Gunfire,1913-04-06,1913,False,Cochise County Sheriff's Department, AZ
3460,Police Officer Millard Blynn,"Pontiac Police Department, MI","Sunday, April 6, 1913",Vehicle pursuit,1913-04-06,1913,False,Pontiac Police Department, MI
3461,Deputy Game Warden Ernest Raynaud,"California Department of Fish and Wildlife, CA","Wednesday, April 16, 1913",Assault,1913-04-16,1913,False,California Department of Fish and Wildlife, CA
3462,Marshal Clem Howard,"Chauncey Police Department, OH","Wednesday, April 16, 1913",Gunfire,1913-04-16,1913,False,Chauncey Police Department, OH
3463,Deputized Civilian Lewis Blair,"Grays Harbor County Sheriff's Office, WA","Wednesday, April 16, 1913",Gunfire,1913-04-16,1913,False,Grays Harbor County Sheriff's Office, WA
3464,Deputized Civilian Charles James Lathrop,"Grays Harbor County Sheriff's Office, WA","Wednesday, April 16, 1913",Gunfire,1913-04-16,1913,False,Grays Harbor County Sheriff's Office, WA
3465,Sheriff August D. Singler,"Jackson County Sheriff's Department, OR","Wednesday, April 23, 1913",Gunfire,1913-04-23,1913,False,Jackson County Sheriff's Department, OR
3466,Patrolman Cornelius Meenan,"Rock Island Police Department, IL","Saturday, May 3, 1913",Electrocuted,1913-05-03,1913,False,Rock Island Police Department, IL
3467,Probationary Patrolman William B. Heaney,"New York City Police Department, NY","Saturday, May 3, 1913",Gunfire,1913-05-03,1913,False,New York City Police Department, NY
3468,Patrolman Eugene Burns,"New York City Police Department, NY","Saturday, May 3, 1913",Struck by vehicle,1913-05-03,1913,False,New York City Police Department, NY
3469,Officer Byron C. Wood,"San Francisco Police Department, CA","Sunday, May 4, 1913",Gunfire,1913-05-04,1913,False,San Francisco Police Department, CA
3470,Patrolman Andrew Lynch,"Kansas City Police Department, MO","Sunday, May 4, 1913",Gunfire,1913-05-04,1913,False,Kansas City Police Department, MO
3471,Patrolman Charles B. Teare,"New York City Police Department, NY","Sunday, May 4, 1913",Gunfire,1913-05-04,1913,False,New York City Police Department, NY
3472,Special Deputy Marshal Marion Ramey,"United States Department of Justice - United States Marshals Service, US","Sunday, May 4, 1913",Gunfire,1913-05-04,1913,False,United States Department of Justice - United States Marshals Service, US
3473,Special Deputy Marshal John Sloan,"United States Department of Justice - United States Marshals Service, US","Sunday, May 4, 1913",Gunfire,1913-05-04,1913,False,United States Department of Justice - United States Marshals Service, US
3474,Sheriff Charlie I. Bennett,"Dooly County Sheriff's Office, GA","Friday, May 9, 1913",Gunfire,1913-05-09,1913,False,Dooly County Sheriff's Office, GA
3475,Policeman Harrison Clement Hitch,"Princeton Police Department, IN","Sunday, May 11, 1913",Gunfire,1913-05-11,1913,False,Princeton Police Department, IN
3476,Officer John Charles Cash,"East Point Police Department, GA","Thursday, May 15, 1913",Electrocuted,1913-05-15,1913,False,East Point Police Department, GA
3477,Officer John A. Ogletree,"Fort Worth Police Department, TX","Thursday, May 15, 1913",Gunfire,1913-05-15,1913,False,Fort Worth Police Department, TX
3478,Constable Walter Wren Ball,"Stuart Police Department, FL","Sunday, May 18, 1913",Gunfire,1913-05-18,1913,False,Stuart Police Department, FL
3479,Deputy Sheriff Thomas Farrell,"Davidson County Sheriff's Office, TN","Tuesday, May 27, 1913",Gunfire,1913-05-27,1913,False,Davidson County Sheriff's Office, TN
3480,Sergeant Gill P. Cates,"Durham Police Department, NC","Wednesday, May 28, 1913",Gunfire,1913-05-28,1913,False,Durham Police Department, NC
3481,Special Deputy Sheriff John S. Davis,"Hays County Sheriff's Department, TX","Sunday, June 8, 1913",Stabbed,1913-06-08,1913,False,Hays County Sheriff's Department, TX
3482,Patrolman William J. Clossey,"Buffalo Police Department, NY","Friday, June 13, 1913",Automobile accident,1913-06-13,1913,False,Buffalo Police Department, NY
3483,Deputy Warden Henry Sims,"Illinois Department of Corrections, IL","Saturday, June 14, 1913",Exposure,1913-06-14,1913,False,Illinois Department of Corrections, IL
3484,Deputy Sheriff David  Yancey,"Fulton County Sheriff's Office, GA","Monday, June 16, 1913",Stabbed,1913-06-16,1913,False,Fulton County Sheriff's Office, GA
3485,Captain John B. Russell,"Colorado Department of Corrections, CO","Thursday, June 19, 1913",Gunfire,1913-06-19,1913,False,Colorado Department of Corrections, CO
3486,Deputy Sheriff William Henry Garlick,"El Paso County Sheriff's Office, TX","Monday, June 23, 1913",Gunfire,1913-06-23,1913,False,El Paso County Sheriff's Office, TX
3487,Private Grover Scott Russell,"Texas Rangers, TX","Monday, June 23, 1913",Gunfire,1913-06-23,1913,False,Texas Rangers, TX
3488,Patrolman Thomas F. Griffiths,"Salt Lake City Police Department, UT","Wednesday, June 25, 1913",Gunfire,1913-06-25,1913,False,Salt Lake City Police Department, UT
3489,Patrolman Joseph Lavender,"Columbus Division of Police, OH","Thursday, June 26, 1913",Struck by streetcar,1913-06-26,1913,False,Columbus Division of Police, OH
3490,"Chief of Police William Cyrus ""Bill"" Barrow","Americus Police Department, GA","Friday, June 27, 1913",Gunfire,1913-06-27,1913,False,Americus Police Department, GA
3491,Sheriff Theodore Shelton Cherry,"Clay County Sheriff's Office, FL","Sunday, July 6, 1913",Gunfire,1913-07-06,1913,False,Clay County Sheriff's Office, FL
3492,Patrolman Thomas Dodsworth,"Champaign Police Department, IL","Sunday, July 6, 1913",Gunfire,1913-07-06,1913,False,Champaign Police Department, IL
3493,Police Officer Charles W. Schoof,"Detroit Police Department, MI","Saturday, July 19, 1913",Gunfire,1913-07-19,1913,False,Detroit Police Department, MI
3494,Night Policeman Harry Floyd Hooker,"Jacksonville Police Department, TX","Tuesday, July 22, 1913",Gunfire,1913-07-22,1913,False,Jacksonville Police Department, TX
3495,Night Marshal Walter Gray Morgan,"Martin Police Department, TN","Monday, July 28, 1913",Gunfire,1913-07-28,1913,False,Martin Police Department, TN
3496,Patrolman Bernard O'Rourke,"New York City Police Department, NY","Friday, August 1, 1913",Animal related,1913-08-01,1913,False,New York City Police Department, NY
3497,Deputy Sheriff Robert Lee Bain,"Guilford County Sheriff's Office, NC","Saturday, August 2, 1913",Gunfire,1913-08-02,1913,False,Guilford County Sheriff's Office, NC
3498,Deputy Sheriff Eugene Reardon,"Yuba County Sheriff's Department, CA","Sunday, August 3, 1913",Gunfire,1913-08-03,1913,False,Yuba County Sheriff's Department, CA
3499,Probationary Patrolman Patrick Cotter,"New York City Police Department, NY","Monday, August 4, 1913",Gunfire,1913-08-04,1913,False,New York City Police Department, NY
3500,Policeman John Mann,"Philadelphia Police Department, PA","Monday, August 4, 1913",Gunfire,1913-08-04,1913,False,Philadelphia Police Department, PA
3501,Patrol Officer Daniel J. Lane,"Waterbury Police Department, CT","Thursday, August 7, 1913",Electrocuted,1913-08-07,1913,False,Waterbury Police Department, CT
3502,Deputy Sheriff Ed Miller,"Cochise County Sheriff's Department, AZ","Tuesday, August 12, 1913",Gunfire,1913-08-12,1913,False,Cochise County Sheriff's Department, AZ
3503,Police Officer Martin Kilroy,"St. Louis Metropolitan Police Department, MO","Tuesday, August 19, 1913",Struck by vehicle,1913-08-19,1913,False,St. Louis Metropolitan Police Department, MO
3504,Police Officer Fred Holwedel,"Detroit Police Department, MI","Friday, August 22, 1913",Gunfire,1913-08-22,1913,False,Detroit Police Department, MI
3505,Deputy Sheriff W. J. McFadden,"Bannock County Sheriff's Department, ID","Saturday, August 23, 1913",Gunfire,1913-08-23,1913,False,Bannock County Sheriff's Department, ID
3506,Patrolman Emery E. Campbell,"San Diego Police Department, CA","Wednesday, August 27, 1913",Gunfire,1913-08-27,1913,False,San Diego Police Department, CA
3507,"Police Chief John Brooke Harter, Sr.","Allendale Police Department, SC","Sunday, August 31, 1913",Gunfire,1913-08-31,1913,False,Allendale Police Department, SC
3508,Sheriff Warren M. Fleming,"Moultrie County Sheriff's Department, IL","Friday, September 5, 1913",Gunfire,1913-09-05,1913,False,Moultrie County Sheriff's Department, IL
